OFFICIAL_GENE_SYMBOL	Name	Species
DPM3	dolichyl-phosphate mannosyltransferase subunit 3(DPM3)	Homo sapiens
TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)(TARS2)	Homo sapiens
TMEM82	transmembrane protein 82(TMEM82)	Homo sapiens
RASSF1-AS1	RASSF1 antisense RNA 1(RASSF1-AS1)	Homo sapiens
SMIM1	small integral membrane protein 1 (Vel blood group)(SMIM1)	Homo sapiens
MIR4651	microRNA 4651(MIR4651)	Homo sapiens
CYTL1	cytokine like 1(CYTL1)	Homo sapiens
OR2W5	olfactory receptor family 2 subfamily W member 5 (gene/pseudogene)(OR2W5)	Homo sapiens
OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)(OPA3)	Homo sapiens
MYCT1	myc target 1(MYCT1)	Homo sapiens
SKP2	S-phase kinase associated protein 2(SKP2)	Homo sapiens
MIDN	midnolin(MIDN)	Homo sapiens
CCR9	C-C motif chemokine receptor 9(CCR9)	Homo sapiens
MIR548AY	microRNA 548ay(MIR548AY)	Homo sapiens
DNM1P50	dynamin 1 pseudogene 50(DNM1P50)	Homo sapiens
CPLX2	complexin 2(CPLX2)	Homo sapiens
SLC1A1	solute carrier family 1 member 1(SLC1A1)	Homo sapiens
MIR4717	microRNA 4717(MIR4717)	Homo sapiens
KIAA2026	KIAA2026(KIAA2026)	Homo sapiens
MIR4669	microRNA 4669(MIR4669)	Homo sapiens
SLC2A4	solute carrier family 2 member 4(SLC2A4)	Homo sapiens
VAMP5	vesicle associated membrane protein 5(VAMP5)	Homo sapiens
LOC284009	uncharacterized LOC284009(LOC284009)	Homo sapiens
WDR4	WD repeat domain 4(WDR4)	Homo sapiens
SLC5A2	solute carrier family 5 member 2(SLC5A2)	Homo sapiens
MRPL54	mitochondrial ribosomal protein L54(MRPL54)	Homo sapiens
SLC4A1	solute carrier family 4 member 1 (Diego blood group)(SLC4A1)	Homo sapiens
LOC105376554	uncharacterized LOC105376554(LOC105376554)	Homo sapiens
ZNF460	zinc finger protein 460(ZNF460)	Homo sapiens
SLC5A1	solute carrier family 5 member 1(SLC5A1)	Homo sapiens
ZNF268	zinc finger protein 268(ZNF268)	Homo sapiens
MIR4487	microRNA 4487(MIR4487)	Homo sapiens
TMEM235	transmembrane protein 235(TMEM235)	Homo sapiens
F13A1	coagulation factor XIII A chain(F13A1)	Homo sapiens
SHC1	SHC adaptor protein 1(SHC1)	Homo sapiens
CWH43	cell wall biogenesis 43 C-terminal homolog(CWH43)	Homo sapiens
ARPP21	cAMP regulated phosphoprotein 21(ARPP21)	Homo sapiens
KRTDAP	keratinocyte differentiation associated protein(KRTDAP)	Homo sapiens
HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like(HSD11B1L)	Homo sapiens
LOC101928251	uncharacterized LOC101928251(LOC101928251)	Homo sapiens
ANKRD37	ankyrin repeat domain 37(ANKRD37)	Homo sapiens
GIPC1	GIPC PDZ domain containing family member 1(GIPC1)	Homo sapiens
CMBL	carboxymethylenebutenolidase homolog(CMBL)	Homo sapiens
CLEC17A	C-type lectin domain family 17 member A(CLEC17A)	Homo sapiens
PMF1	polyamine modulated factor 1(PMF1)	Homo sapiens
LOC101928150	uncharacterized LOC101928150(LOC101928150)	Homo sapiens
C21orf140	chromosome 21 open reading frame 140(C21orf140)	Homo sapiens
LOC105376480	uncharacterized LOC105376480(LOC105376480)	Homo sapiens
ATXN7	ataxin 7(ATXN7)	Homo sapiens
DCTN3	dynactin subunit 3(DCTN3)	Homo sapiens
SPATA41	spermatogenesis associated 41 (non-protein coding)(SPATA41)	Homo sapiens
UNC5B	unc-5 netrin receptor B(UNC5B)	Homo sapiens
POLA2	DNA polymerase alpha 2, accessory subunit(POLA2)	Homo sapiens
RNU6-9	RNA, U6 small nuclear 9(RNU6-9)	Homo sapiens
SSBP3	single stranded DNA binding protein 3(SSBP3)	Homo sapiens
ATXN1	ataxin 1(ATXN1)	Homo sapiens
CCDC78	coiled-coil domain containing 78(CCDC78)	Homo sapiens
RNU6-8	RNA, U6 small nuclear 8(RNU6-8)	Homo sapiens
EDC4	enhancer of mRNA decapping 4(EDC4)	Homo sapiens
RNU6-7	RNA, U6 small nuclear 7(RNU6-7)	Homo sapiens
XAF1	XIAP associated factor 1(XAF1)	Homo sapiens
CA14	carbonic anhydrase 14(CA14)	Homo sapiens
KPNA6	karyopherin subunit alpha 6(KPNA6)	Homo sapiens
PLPP6	phospholipid phosphatase 6(PLPP6)	Homo sapiens
TTC23L	tetratricopeptide repeat domain 23 like(TTC23L)	Homo sapiens
SAFB	scaffold attachment factor B(SAFB)	Homo sapiens
GALNT5	polypeptide N-acetylgalactosaminyltransferase 5(GALNT5)	Homo sapiens
S100A13	S100 calcium binding protein A13(S100A13)	Homo sapiens
ENKUR	enkurin, TRPC channel interacting protein(ENKUR)	Homo sapiens
LOC100996263	uncharacterized LOC100996263(LOC100996263)	Homo sapiens
TMED9	transmembrane p24 trafficking protein 9(TMED9)	Homo sapiens
TUBA4B	tubulin alpha 4b(TUBA4B)	Homo sapiens
TSSK2	testis specific serine kinase 2(TSSK2)	Homo sapiens
SNORA101B	small nucleolar RNA, H/ACA box 101B(SNORA101B)	Homo sapiens
SH3BP1	SH3 domain binding protein 1(SH3BP1)	Homo sapiens
S100A5	S100 calcium binding protein A5(S100A5)	Homo sapiens
S100A6	S100 calcium binding protein A6(S100A6)	Homo sapiens
LOC728613	programmed cell death 6 pseudogene(LOC728613)	Homo sapiens
MIR8075	microRNA 8075(MIR8075)	Homo sapiens
TMEM99	transmembrane protein 99(TMEM99)	Homo sapiens
BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene(BTN2A3P)	Homo sapiens
MIR520B	microRNA 520b(MIR520B)	Homo sapiens
SDHAP3	succinate dehydrogenase complex flavoprotein subunit A pseudogene 3(SDHAP3)	Homo sapiens
MIR518F	microRNA 518f(MIR518F)	Homo sapiens
LOC153684	uncharacterized LOC153684(LOC153684)	Homo sapiens
MIR8082	microRNA 8082(MIR8082)	Homo sapiens
MIR518B	microRNA 518b(MIR518B)	Homo sapiens
SDHA	succinate dehydrogenase complex flavoprotein subunit A(SDHA)	Homo sapiens
MIR523	microRNA 523(MIR523)	Homo sapiens
MIR525	microRNA 525(MIR525)	Homo sapiens
CORO1C	coronin 1C(CORO1C)	Homo sapiens
FAM106A	family with sequence similarity 106 member A(FAM106A)	Homo sapiens
LOC101928093	uncharacterized LOC101928093(LOC101928093)	Homo sapiens
FUT1	fucosyltransferase 1 (H blood group)(FUT1)	Homo sapiens
RASSF1	Ras association domain family member 1(RASSF1)	Homo sapiens
ELP5	elongator acetyltransferase complex subunit 5(ELP5)	Homo sapiens
DDX58	DExD/H-box helicase 58(DDX58)	Homo sapiens
DHRS4L1	dehydrogenase/reductase 4 like 1(DHRS4L1)	Homo sapiens
MIR92A2	microRNA 92a-2(MIR92A2)	Homo sapiens
HHLA2	HERV-H LTR-associating 2(HHLA2)	Homo sapiens
MIR6862-2	microRNA 6862-2(MIR6862-2)	Homo sapiens
TMEM156	transmembrane protein 156(TMEM156)	Homo sapiens
DDAH1	dimethylarginine dimethylaminohydrolase 1(DDAH1)	Homo sapiens
SPDYE2B	speedy/RINGO cell cycle regulator family member E2B(SPDYE2B)	Homo sapiens
LINC01342	long intergenic non-protein coding RNA 1342(LINC01342)	Homo sapiens
MIR6770-2	microRNA 6770-2(MIR6770-2)	Homo sapiens
CCL15	C-C motif chemokine ligand 15(CCL15)	Homo sapiens
LOC100996351	uncharacterized LOC100996351(LOC100996351)	Homo sapiens
FUT7	fucosyltransferase 7(FUT7)	Homo sapiens
PADI4	peptidyl arginine deiminase 4(PADI4)	Homo sapiens
KRTCAP3	keratinocyte associated protein 3(KRTCAP3)	Homo sapiens
EXOC3L1	exocyst complex component 3 like 1(EXOC3L1)	Homo sapiens
CSAG1	chondrosarcoma associated gene 1(CSAG1)	Homo sapiens
LOC100996325	uncharacterized LOC100996325(LOC100996325)	Homo sapiens
GABRA4	gamma-aminobutyric acid type A receptor alpha4 subunit(GABRA4)	Homo sapiens
NUDT3	nudix hydrolase 3(NUDT3)	Homo sapiens
LINC00304	long intergenic non-protein coding RNA 304(LINC00304)	Homo sapiens
NKIRAS2	NFKB inhibitor interacting Ras like 2(NKIRAS2)	Homo sapiens
CCL4	C-C motif chemokine ligand 4(CCL4)	Homo sapiens
GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit(GABRA2)	Homo sapiens
CCL2	C-C motif chemokine ligand 2(CCL2)	Homo sapiens
CLDN14	claudin 14(CLDN14)	Homo sapiens
NPW	neuropeptide W(NPW)	Homo sapiens
AP4S1	adaptor related protein complex 4 sigma 1 subunit(AP4S1)	Homo sapiens
SCNN1D	sodium channel epithelial 1 delta subunit(SCNN1D)	Homo sapiens
RPS6	ribosomal protein S6(RPS6)	Homo sapiens
GAL3ST3	galactose-3-O-sulfotransferase 3(GAL3ST3)	Homo sapiens
EXOC3-AS1	EXOC3 antisense RNA 1(EXOC3-AS1)	Homo sapiens
BTN3A1	butyrophilin subfamily 3 member A1(BTN3A1)	Homo sapiens
FLT1	fms related tyrosine kinase 1(FLT1)	Homo sapiens
RPLP1	ribosomal protein lateral stalk subunit P1(RPLP1)	Homo sapiens
BTN2A1	butyrophilin subfamily 2 member A1(BTN2A1)	Homo sapiens
MIR6727	microRNA 6727(MIR6727)	Homo sapiens
NRN1L	neuritin 1 like(NRN1L)	Homo sapiens
FLT4	fms related tyrosine kinase 4(FLT4)	Homo sapiens
BCL2L13	BCL2 like 13(BCL2L13)	Homo sapiens
CCDC112	coiled-coil domain containing 112(CCDC112)	Homo sapiens
RPL32	ribosomal protein L32(RPL32)	Homo sapiens
MRFAP1	Morf4 family associated protein 1(MRFAP1)	Homo sapiens
OSBP2	oxysterol binding protein 2(OSBP2)	Homo sapiens
IL17RA	interleukin 17 receptor A(IL17RA)	Homo sapiens
INCA1	inhibitor of CDK, cyclin A1 interacting protein 1(INCA1)	Homo sapiens
FKBP8	FK506 binding protein 8(FKBP8)	Homo sapiens
RPL41	ribosomal protein L41(RPL41)	Homo sapiens
PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component(PAF1)	Homo sapiens
TADA2B	transcriptional adaptor 2B(TADA2B)	Homo sapiens
CHRFAM7A	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion(CHRFAM7A)	Homo sapiens
MIR6738	microRNA 6738(MIR6738)	Homo sapiens
CEP76	centrosomal protein 76(CEP76)	Homo sapiens
DENND1C	DENN domain containing 1C(DENND1C)	Homo sapiens
C21orf91-OT1	C21orf91 overlapping transcript 1(C21orf91-OT1)	Homo sapiens
PAQR6	progestin and adipoQ receptor family member 6(PAQR6)	Homo sapiens
ERMP1	endoplasmic reticulum metallopeptidase 1(ERMP1)	Homo sapiens
CLRN2	clarin 2(CLRN2)	Homo sapiens
MIR6776	microRNA 6776(MIR6776)	Homo sapiens
LRRC75A	leucine rich repeat containing 75A(LRRC75A)	Homo sapiens
MIR6770-1	microRNA 6770-1(MIR6770-1)	Homo sapiens
DNAJC22	DnaJ heat shock protein family (Hsp40) member C22(DNAJC22)	Homo sapiens
RPL29	ribosomal protein L29(RPL29)	Homo sapiens
MIR6765	microRNA 6765(MIR6765)	Homo sapiens
RXRA	retinoid X receptor alpha(RXRA)	Homo sapiens
PIM2	Pim-2 proto-oncogene, serine/threonine kinase(PIM2)	Homo sapiens
S100A1	S100 calcium binding protein A1(S100A1)	Homo sapiens
MIR6791	microRNA 6791(MIR6791)	Homo sapiens
MIR6790	microRNA 6790(MIR6790)	Homo sapiens
MIR6797	microRNA 6797(MIR6797)	Homo sapiens
MXRA8	matrix remodeling associated 8(MXRA8)	Homo sapiens
MIR6831	microRNA 6831(MIR6831)	Homo sapiens
WWP2	WW domain containing E3 ubiquitin protein ligase 2(WWP2)	Homo sapiens
SPEF2	sperm flagellar 2(SPEF2)	Homo sapiens
RRM1	ribonucleotide reductase catalytic subunit M1(RRM1)	Homo sapiens
PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase(PHOSPHO1)	Homo sapiens
LOC388242	SAGA complex associated factor 29 pseudogene(LOC388242)	Homo sapiens
CYB561D2	cytochrome b561 family member D2(CYB561D2)	Homo sapiens
SYNPO2L	synaptopodin 2 like(SYNPO2L)	Homo sapiens
SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35(SNRNP35)	Homo sapiens
LOC728752	uncharacterized LOC728752(LOC728752)	Homo sapiens
MIR6824	microRNA 6824(MIR6824)	Homo sapiens
KDELR2	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)	Homo sapiens
RNF186	ring finger protein 186(RNF186)	Homo sapiens
MIR6860	microRNA 6860(MIR6860)	Homo sapiens
IFT27	intraflagellar transport 27(IFT27)	Homo sapiens
PODNL1	podocan like 1(PODNL1)	Homo sapiens
RREB1	ras responsive element binding protein 1(RREB1)	Homo sapiens
CAAP1	caspase activity and apoptosis inhibitor 1(CAAP1)	Homo sapiens
ATF7	activating transcription factor 7(ATF7)	Homo sapiens
RPS27A	ribosomal protein S27a(RPS27A)	Homo sapiens
RAB31	RAB31, member RAS oncogene family(RAB31)	Homo sapiens
MIR6882	microRNA 6882(MIR6882)	Homo sapiens
RPS15	ribosomal protein S15(RPS15)	Homo sapiens
MIR6885	microRNA 6885(MIR6885)	Homo sapiens
EDRF1-AS1	EDRF1 antisense RNA 1(EDRF1-AS1)	Homo sapiens
PRR5L	proline rich 5 like(PRR5L)	Homo sapiens
MIR6862-1	microRNA 6862-1(MIR6862-1)	Homo sapiens
RPS19	ribosomal protein S19(RPS19)	Homo sapiens
THNSL1	threonine synthase like 1(THNSL1)	Homo sapiens
FAM193B	family with sequence similarity 193 member B(FAM193B)	Homo sapiens
ADAP1	ArfGAP with dual PH domains 1(ADAP1)	Homo sapiens
MIR4656	microRNA 4656(MIR4656)	Homo sapiens
OR8B12	olfactory receptor family 8 subfamily B member 12(OR8B12)	Homo sapiens
MIR6870	microRNA 6870(MIR6870)	Homo sapiens
MIR4520-2	microRNA 4520-2(MIR4520-2)	Homo sapiens
CLEC10A	C-type lectin domain family 10 member A(CLEC10A)	Homo sapiens
SLC30A9	solute carrier family 30 member 9(SLC30A9)	Homo sapiens
AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)(AKR7L)	Homo sapiens
TGIF1	TGFB induced factor homeobox 1(TGIF1)	Homo sapiens
ECI2	enoyl-CoA delta isomerase 2(ECI2)	Homo sapiens
LOC101928936	uncharacterized LOC101928936(LOC101928936)	Homo sapiens
C20orf27	chromosome 20 open reading frame 27(C20orf27)	Homo sapiens
TGFB1I1	transforming growth factor beta 1 induced transcript 1(TGFB1I1)	Homo sapiens
GUSBP1	glucuronidase, beta pseudogene 1(GUSBP1)	Homo sapiens
TTC22	tetratricopeptide repeat domain 22(TTC22)	Homo sapiens
C5orf34	chromosome 5 open reading frame 34(C5orf34)	Homo sapiens
THOP1	thimet oligopeptidase 1(THOP1)	Homo sapiens
TAS1R1	taste 1 receptor member 1(TAS1R1)	Homo sapiens
AURKAIP1	aurora kinase A interacting protein 1(AURKAIP1)	Homo sapiens
CDC42EP2	CDC42 effector protein 2(CDC42EP2)	Homo sapiens
THBS2	thrombospondin 2(THBS2)	Homo sapiens
HSD17B14	hydroxysteroid 17-beta dehydrogenase 14(HSD17B14)	Homo sapiens
PIK3R6	phosphoinositide-3-kinase regulatory subunit 6(PIK3R6)	Homo sapiens
ODF4	outer dense fiber of sperm tails 4(ODF4)	Homo sapiens
LOC644189	acyl-CoA thioesterase 4 pseudogene(LOC644189)	Homo sapiens
TJP1	tight junction protein 1(TJP1)	Homo sapiens
LOC102724814	uncharacterized LOC102724814(LOC102724814)	Homo sapiens
LOC101928902	uncharacterized LOC101928902(LOC101928902)	Homo sapiens
MIR106A	microRNA 106a(MIR106A)	Homo sapiens
MRTO4	MRT4 homolog, ribosome maturation factor(MRTO4)	Homo sapiens
LOC648987	uncharacterized LOC648987(LOC648987)	Homo sapiens
GJA5	gap junction protein alpha 5(GJA5)	Homo sapiens
ING4	inhibitor of growth family member 4(ING4)	Homo sapiens
TLR1	toll like receptor 1(TLR1)	Homo sapiens
FKBP14	FK506 binding protein 14(FKBP14)	Homo sapiens
TLR3	toll like receptor 3(TLR3)	Homo sapiens
TADA3	transcriptional adaptor 3(TADA3)	Homo sapiens
EGFL8	EGF like domain multiple 8(EGFL8)	Homo sapiens
BANK1	B-cell scaffold protein with ankyrin repeats 1(BANK1)	Homo sapiens
SFN	stratifin(SFN)	Homo sapiens
TMSB4X	thymosin beta 4, X-linked(TMSB4X)	Homo sapiens
GP1BA	glycoprotein Ib platelet alpha subunit(GP1BA)	Homo sapiens
GMDS-AS1	GMDS antisense RNA 1 (head to head)(GMDS-AS1)	Homo sapiens
GP9	glycoprotein IX platelet(GP9)	Homo sapiens
TSPAN4	tetraspanin 4(TSPAN4)	Homo sapiens
FOCAD	focadhesin(FOCAD)	Homo sapiens
BTN3A3	butyrophilin subfamily 3 member A3(BTN3A3)	Homo sapiens
BTN2A2	butyrophilin subfamily 2 member A2(BTN2A2)	Homo sapiens
CORO2B	coronin 2B(CORO2B)	Homo sapiens
TRAPPC12	trafficking protein particle complex 12(TRAPPC12)	Homo sapiens
LOC104968399	uncharacterized LOC104968399(LOC104968399)	Homo sapiens
APOBEC3B-AS1	APOBEC3B antisense RNA 1(APOBEC3B-AS1)	Homo sapiens
TMEM128	transmembrane protein 128(TMEM128)	Homo sapiens
TFB1M	transcription factor B1, mitochondrial(TFB1M)	Homo sapiens
RHBDL2	rhomboid like 2(RHBDL2)	Homo sapiens
MGC16025	uncharacterized LOC85009(MGC16025)	Homo sapiens
GNG7	G protein subunit gamma 7(GNG7)	Homo sapiens
KRT24	keratin 24(KRT24)	Homo sapiens
SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase(SEPSECS)	Homo sapiens
FLJ40194	uncharacterized FLJ40194(FLJ40194)	Homo sapiens
GNAL	G protein subunit alpha L(GNAL)	Homo sapiens
TP73	tumor protein p73(TP73)	Homo sapiens
BASP1	brain abundant membrane attached signal protein 1(BASP1)	Homo sapiens
LOC254896	uncharacterized LOC254896(LOC254896)	Homo sapiens
GMDS	GDP-mannose 4,6-dehydratase(GMDS)	Homo sapiens
YBX2	Y-box binding protein 2(YBX2)	Homo sapiens
GNA11	G protein subunit alpha 11(GNA11)	Homo sapiens
GMPR	guanosine monophosphate reductase(GMPR)	Homo sapiens
FAM46C	family with sequence similarity 46 member C(FAM46C)	Homo sapiens
FAM83E	family with sequence similarity 83 member E(FAM83E)	Homo sapiens
LOC102724708	uncharacterized LOC102724708(LOC102724708)	Homo sapiens
HNF1A	HNF1 homeobox A(HNF1A)	Homo sapiens
GAS6	growth arrest specific 6(GAS6)	Homo sapiens
B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3(B3GNT3)	Homo sapiens
SMTNL1	smoothelin like 1(SMTNL1)	Homo sapiens
ELP6	elongator acetyltransferase complex subunit 6(ELP6)	Homo sapiens
SPDYE8P	speedy/RINGO cell cycle regulator family member E8, pseudogene(SPDYE8P)	Homo sapiens
ZEB1	zinc finger E-box binding homeobox 1(ZEB1)	Homo sapiens
RBFOX3	RNA binding protein, fox-1 homolog 3(RBFOX3)	Homo sapiens
AKNA	AT-hook transcription factor(AKNA)	Homo sapiens
APBB3	amyloid beta precursor protein binding family B member 3(APBB3)	Homo sapiens
MIR200A	microRNA 200a(MIR200A)	Homo sapiens
GALT	galactose-1-phosphate uridylyltransferase(GALT)	Homo sapiens
MIR19B2	microRNA 19b-2(MIR19B2)	Homo sapiens
TNIP1	TNFAIP3 interacting protein 1(TNIP1)	Homo sapiens
UFSP1	UFM1 specific peptidase 1 (inactive)(UFSP1)	Homo sapiens
GMNN	geminin, DNA replication inhibitor(GMNN)	Homo sapiens
TCF21	transcription factor 21(TCF21)	Homo sapiens
MIR200B	microRNA 200b(MIR200B)	Homo sapiens
QSOX2	quiescin sulfhydryl oxidase 2(QSOX2)	Homo sapiens
MIR200C	microRNA 200c(MIR200C)	Homo sapiens
CNTLN	centlein(CNTLN)	Homo sapiens
MIR206	microRNA 206(MIR206)	Homo sapiens
RORA-AS2	RORA antisense RNA 2(RORA-AS2)	Homo sapiens
ANKRD18B	ankyrin repeat domain 18B(ANKRD18B)	Homo sapiens
NUTM2G	NUT family member 2G(NUTM2G)	Homo sapiens
MIR30C2	microRNA 30c-2(MIR30C2)	Homo sapiens
GALK2	galactokinase 2(GALK2)	Homo sapiens
CELA2B	chymotrypsin like elastase family member 2B(CELA2B)	Homo sapiens
MKS1	Meckel syndrome, type 1(MKS1)	Homo sapiens
LAX1	lymphocyte transmembrane adaptor 1(LAX1)	Homo sapiens
TFG	TRK-fused gene(TFG)	Homo sapiens
VWA7	von Willebrand factor A domain containing 7(VWA7)	Homo sapiens
ASCC1	activating signal cointegrator 1 complex subunit 1(ASCC1)	Homo sapiens
SEMA4C	semaphorin 4C(SEMA4C)	Homo sapiens
MIR26A2	microRNA 26a-2(MIR26A2)	Homo sapiens
MIR6794	microRNA 6794(MIR6794)	Homo sapiens
LOC101928748	uncharacterized LOC101928748(LOC101928748)	Homo sapiens
MIR141	microRNA 141(MIR141)	Homo sapiens
SPATA32	spermatogenesis associated 32(SPATA32)	Homo sapiens
B4GALT1	beta-1,4-galactosyltransferase 1(B4GALT1)	Homo sapiens
SLC35B3	solute carrier family 35 member B3(SLC35B3)	Homo sapiens
METTL24	methyltransferase like 24(METTL24)	Homo sapiens
ZMPSTE24	zinc metallopeptidase STE24(ZMPSTE24)	Homo sapiens
DCHS2	dachsous cadherin-related 2(DCHS2)	Homo sapiens
LOC101928737	uncharacterized LOC101928737(LOC101928737)	Homo sapiens
HAUS6	HAUS augmin like complex subunit 6(HAUS6)	Homo sapiens
PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11(PPP1R11)	Homo sapiens
OPN1MW2	opsin 1 (cone pigments), medium-wave-sensitive 2(OPN1MW2)	Homo sapiens
LOC102724659	uncharacterized LOC102724659(LOC102724659)	Homo sapiens
TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)(TIMM17B)	Homo sapiens
MIR134	microRNA 134(MIR134)	Homo sapiens
TEC	tec protein tyrosine kinase(TEC)	Homo sapiens
GDNF	glial cell derived neurotrophic factor(GDNF)	Homo sapiens
SPEG	SPEG complex locus(SPEG)	Homo sapiens
GCK	glucokinase(GCK)	Homo sapiens
SUGT1P1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 1(SUGT1P1)	Homo sapiens
GCHFR	GTP cyclohydrolase I feedback regulator(GCHFR)	Homo sapiens
TERT	telomerase reverse transcriptase(TERT)	Homo sapiens
BCKDK	branched chain ketoacid dehydrogenase kinase(BCKDK)	Homo sapiens
GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)(GCNT2)	Homo sapiens
TFAP2B	transcription factor AP-2 beta(TFAP2B)	Homo sapiens
OPN1MW	opsin 1 (cone pigments), medium-wave-sensitive(OPN1MW)	Homo sapiens
FSTL3	follistatin like 3(FSTL3)	Homo sapiens
LOC105372273	uncharacterized LOC105372273(LOC105372273)	Homo sapiens
MIR6511A1	microRNA 6511a-1(MIR6511A1)	Homo sapiens
WBP1L	WW domain binding protein 1-like(WBP1L)	Homo sapiens
GBA	glucosylceramidase beta(GBA)	Homo sapiens
GBAP1	glucosylceramidase beta pseudogene 1(GBAP1)	Homo sapiens
RMI2	RecQ mediated genome instability 2(RMI2)	Homo sapiens
SIGMAR1	sigma non-opioid intracellular receptor 1(SIGMAR1)	Homo sapiens
MIR6770-3	microRNA 6770-3(MIR6770-3)	Homo sapiens
C10orf107	chromosome 10 open reading frame 107(C10orf107)	Homo sapiens
GCDH	glutaryl-CoA dehydrogenase(GCDH)	Homo sapiens
CACTIN	cactin, spliceosome C complex subunit(CACTIN)	Homo sapiens
LINC01044	long intergenic non-protein coding RNA 1044(LINC01044)	Homo sapiens
STXBP3	syntaxin binding protein 3(STXBP3)	Homo sapiens
CORIN	corin, serine peptidase(CORIN)	Homo sapiens
CCT6B	chaperonin containing TCP1 subunit 6B(CCT6B)	Homo sapiens
CNPY3	canopy FGF signaling regulator 3(CNPY3)	Homo sapiens
ZFPM1	zinc finger protein, FOG family member 1(ZFPM1)	Homo sapiens
MYL7	myosin light chain 7(MYL7)	Homo sapiens
GTF3C2	general transcription factor IIIC subunit 2(GTF3C2)	Homo sapiens
DMRT3	doublesex and mab-3 related transcription factor 3(DMRT3)	Homo sapiens
PDE11A	phosphodiesterase 11A(PDE11A)	Homo sapiens
HIST1H1C	histone cluster 1 H1 family member c(HIST1H1C)	Homo sapiens
HIST1H1D	histone cluster 1 H1 family member d(HIST1H1D)	Homo sapiens
DUSP18	dual specificity phosphatase 18(DUSP18)	Homo sapiens
ZDHHC21	zinc finger DHHC-type containing 21(ZDHHC21)	Homo sapiens
CDKL5	cyclin dependent kinase like 5(CDKL5)	Homo sapiens
STK11	serine/threonine kinase 11(STK11)	Homo sapiens
ACER2	alkaline ceramidase 2(ACER2)	Homo sapiens
GYS1	glycogen synthase 1(GYS1)	Homo sapiens
DEFB121	defensin beta 121(DEFB121)	Homo sapiens
GZMH	granzyme H(GZMH)	Homo sapiens
AURKAPS1	aurora kinase A pseudogene 1(AURKAPS1)	Homo sapiens
ACTG1P4	actin gamma 1 pseudogene 4(ACTG1P4)	Homo sapiens
STAG3	stromal antigen 3(STAG3)	Homo sapiens
VAMP1	vesicle associated membrane protein 1(VAMP1)	Homo sapiens
C4orf19	chromosome 4 open reading frame 19(C4orf19)	Homo sapiens
